 
0
ナ
ニ
ヌ
ネ
ノ
ハ
バ
パ
ヒ
ビ
ピ
フ
ブ
プ
ヘ
ベ
ペ
ホ
ボ
ポ
マ
ミ
ム
メ
モ
ャ
ヤ
ュ
ユ
ョ
ヨ
ラ
リ
ル
レ
ロ
ワ
ン
ヴ
ヶ
・
ー
ㅋ
ㅎ
ㅠ
ㆍ
㈜
㎡
一
丁
七
万
丈
三
上
下
不
与
专
且
世
丘
业
东
丝
両
两
严
並
个
中
丰
临
丸
丹
为
主
丽
举
乃
久
么
义
之
乌
乎
乏
乐
乗
乘
乙
九
也
习
乡
书
买
乱
乳
乾
了
予
争
事
二
于
云
互
五
井
亚
些
亞
亡
交
亦
产
亩
享
京
亮
亲
人
亿
什
仁
仅
今
介
仍
从
仏
仓
仔
仕
他
付
仙
代
令
以
仪
们
仮
仰
仲
件
价
任
份
仿
企
伊
伍
伏
休
众
优
伙
会
伝
伟
传
伤
伦
伯
估
伴
伸
伺
似
但
位
低
住
佐
体
何
余
佛
作
你
佩
佳
併
使
來
例
供
依
価
侧
侵
便
係
促
俄
俊
俗
保
信
修
俱
俺
倉
個
倍
們
倒
候
借
値
倫
债
值
倾
假
偉
偏
做
停
健
側
偶
偽
偿
備
储
催
傳
債
傷
傾
働
像
僕
僚
價
儀
億
償
優
儿
允
元
兄
充
兆
先
光
克
免
児
兒
党
入
內
全
兩
八
公
六
兰
共
关
兴
兵
其
具
典
养
兼
内
円
冊
册
再
冒
写
军
农
冠
冬
冰
冲
决
况
冷
净
凄
准
凍
减
凝
几
凡
凤
処
凭
凯
凰
凹
出
击
函
刀
分
切
刊
刑
划
列
刘
则
刚
创
初
判
別
利
别
到
制
刷
券
刺
刻
剂
則
削
前
剑
剤
剧
副
割
創
劃
劇
力
办
功
加
务
劣
动
助
努
励
劳
労
効
势
勇
勉
勒
動
務
勝
募
勢
勤
勧
勿
包
化
北
匠
匹
区
医
區
十
千
升
午
半
华
协
卒
卓
協
单
卖
南
単
博
占
卡
卫
印
危
即
却
卵
卷
卸
厂
厅
历
压
厚
原
厦
厨
厳
去
县
参
參
又
及
友
双
反
収
发
取
受
变
口
古
句
另
只
叫
召
可
台
史
右
叶
号
司
吃
各
合
吉
吊
同
名
后
吐
向
吗
君
否
吧
吨
含
听
启
吴
吸
吹
呂
呈
告
员
呢
周
味
呼
命
和
咨
咲
品
哈
响
員
哥
哪
哲
唐
售
唯
唱
商
啊
問
善
喜
喝
喫
單
営
喷
嘉
器
四
回
因
团
団
园
困
囲
図
围
固
国
图
圆
圈
國
圏
園
圖
團
土
圣
圧
在
地
圳
场
圾
址
坂
均
坊
坏
坐
块
坚
坛
坡
坦
坪
垂
垃
型
垣
埃
埋
城
域
執
培
基
埼
堂
堅
堡
堪
報
場
塑
塔
塗
塚
塞
塩
填
境
墅
増
墙
增
墨
壁
壇
壊
士
壮
声
売
处
备
変
复
夏
夕
外
多
夜
够
夢
大
天
太
夫
央
失
头
夺
奇
奈
奉
奋
奏
契
奔
奖
套
奥
女
奶
她
好
如
妇
妈
妊
妙
妹
妻
姆
姉
始
姐
姓
委
姿
威
娘
娠
娱
婆
婚
婦
媒
嫁
嫌
嬉
子
孔
孕
字
存
孙
季
孤
学
孩
學
宁
它
宅
宇
守
安
宋
完
宏
宗
官
宙
定
宜
宝
实
実
审
客
宣
室
宫
宮
害
宴
家
容
宽
宾
宿
寄
密
富
寒
寝
察
實
寧
審
寶
寸
对
寺
寻
导
対
寿
封
専
射
将
將
專
尊
對
導
小
少
尔
尖
尘
尚
尤
就
尺
尼
尽
尾
尿
局
层
居
屈
届
屋
屏
展
属
層
履
山
岁
岐
岗
岛
岡
岩
岳
岸
峡
峰
島
崇
崎
崩
川
州
巡
工
左
巧
巨
差
己
已
巴
巻
币
市
布
师
希
帝
带
師
席
帮
帯
帰
帳
帶
常
帽
幅
幌
幕
幣
干
平
年
并
幸
幹
幻
幼
幾
广
庁
広
庄
庆
床
序
库
应
底
店
府
废
度
座
庫
庭
康
廃
廉
廠
廣
延
建
开
弁
异
弃
弊
式
引
弘
弟
张
弱
張
強
弹
强
弾
归
当
录
形
彦
彩
彰
影
役
彻
彼
往
征
径
待
很
律
後
徐
徒
従
得
從
御
復
循
微
徳
徴
德
徹
徽
心
必
忆
忍
志
忘
忙
応
忠
快
念
忽
怀
态
怎
怒
怕
怖
思
急
性
怪
总
恋
恐
恒
恢
恩
息
恵
恶
悉
悔
悟
患
您
悩
悪
悲
情
惊
惑
惜
惠
想
意
愛
感
愿
慈
態
慎
慢
慣
慧
慮
慶
憧
憲
憶
懂
應
懸
戏
成
我
戒
或
战
戦
截
戰
戴
戶
户
戸
戻
房
所
手
才
扎
打
払
托
扣
执
扩
扫
扬
扱
扶
批
找
承
技
把
抑
抓
投
抗
折
抜
択
抢
护
报
披
抱
抵
押
抽
担
拆
拉
拍
拒
拓
招
拜
拟
拠
拡
拥
择
括
拼
拿
持
挂
指
按
挑
挖
挙
挥
振
捕
损
换
捨
据
捷
掃
授
掉
掌
排
掘
掛
採
探
接
控
推
措
掲
揃
描
提
揚
換
握
揮
援
損
搜
搞
搬
搭
携
摂
摄
摇
摘
摩
撃
撑
撤
播
撮
擇
操
據
支
收
改
攻
放
政
故
效
敏
救
敗
教
敢
散
敬
数
整
敵
敷
數
文
斗
料
斜
断
斯
新
斷
方
於
施
旅
旋
族
旗
无
既
日
旦
旧
旨
早
旬
时
昆
昇
昌
明
易
昔
星
映
春
昨
昭
是
昼
显
時
晋
晓
晚
晨
普
景
晴
晶
智
暂
暇
暑
暖
暗
暨
暮
暴
曜
曝
曲
更
書
曼
曾
替
最
會
月
有
朋
服
朗
望
朝
期
木
未
末
本
札
术
朱
机
杀
杂
权
杆
李
材
村
杜
束
条
来
杨
杭
杯
杰
東
松
板
极
构
析
枕
林
枚
果
枝
枠
枪
架
柄
某
染
柔
查
柱
柳
柴
査
栄
标
栏
树
校
株
样
核
根
格
栽
桂
桃
框
案
桌
桜
档
桥
梁
梅
條
梦
梨
梯
械
梱
检
棄
棋
棒
棚
森
椅
植
検
楚
業
極
楼
楽
概
榜
構
様
槽
樂
標
模
樣
権
横
樹
橋
機
欄
權
欠
次
欢
欣
欧
欲
款
歌
歓
止
正
此
步
武
歩
歯
歳
歴
死
殊
残
殖
段
殺
殿
母
毎
每
毒
比
毕
毛
毫
氏
民
气
気
氣
氧
水
永
汁
求
汇
汉
汗
汚
江
池
污
決
汽
沃
沈
沉
沒
沖
沙
沟
没
沢
河
油
治
沼
沿
況
泉
泊
法
泛
泡
波
泣
泥
注
泰
泽
洁
洋
洗
洛
洞
津
洪
洲
活
派
流
浄
浅
测
济
浏
浓
浙
浜
浦
浩
浪
浮
浴
海
浸
涂
消
涉
润
涨
涯
液
涵
涼
淘
淡
深
混
添
清
済
渉
渋
渐
減
渠
渡
温
測
港
游
湖
湯
湾
湿
満
源
準
溢
溪
溶
滅
滋
滑
滚
滞
满
滤
滨
滴
漂
漏
演
漢
漫
潔
潜
潮
澤
澳
激
濃
濟
濯
瀬
灣
火
灯
灰
灵
災
灾
炉
炎
炒
炭
炸
点
為
炼
烈
烟
烧
热
焊
焚
無
焦
然
焼
煙
煤
照
煮
熊
熟
熱
燃
營
燥
爆
爱
父
爸
爽
爾
片
版
牌
牙
牛
牢
牧
物
特
犬
犯
状
狂
狗
狙
独
狭
猛
猜
猪
猫
献
獲
玄
率
玉
王
玛
玩
环
现
玻
珍
珠
班
現
球
理
瑞
環
瓜
瓦
甘
甚
生
產
産
用
田
由
甲
申
电
男
町
画
界
畑
留
略
番
異
畳
當
疆
疏
疑
疗
疫
疲
疾
病
症
痛
療
癌
癒
発
登
發
白
百
的
皆
皇
皮
盆
盈
益
盐
监
盒
盖
盗
盘
盛
盟
監
盤
目
直
相
盾
省
看
県
真
眠
眼
着
睡
督
瞬
矛
矢
知
短
石
矿
码
砂
研
破
础
硕
硬
确
碎
碑
碰
碳
確
磁
磨
礎
示
礼
社
祈
祉
祖
祝
神
祥
票
祭
禁
福
离
秀
私
秋
种
科
秒
秘
租
秦
积
称
移
稀
程
税
種
稱
稲
稳
稼
稿
積
穴
究
空
穿
突
窓
窗
立
站
竞
竟
章
童
端
競
竹
笑
笔
符
第
筆
等
筋
筑
答
策
筹
签
简
箇
算
管
箭
箱
節
範
篇
築
篮
簡
籍
米
类
粉
粒
粗
粘
粧
粮
精
糖
糸
系
紀
約
紅
納
純
紙
級
素
索
紧
紫
累
細
紹
終
組
経
結
絞
絡
給
統
絵
絶
經
継
続
維
網
綺
綿
緊
総
緑
緒
線
締
編
緩
練
縁
縄
縦
縮
總
績
繁
繊
繋
織
繰
續
红
约
级
纪
纯
纳
纷
纸
纹
纽
线
练
组
细
织
终
绍
经
结
绕
给
络
绝
统
继
绩
续
维
综
绿
缆
缓
编
缘
缩
缴
缺
网
罗
罚
罪
置
署
羅
羊
美
群
義
羽
翌
習
翔
翻
翼
耀
老
考
者
而
耐
耕
耗
耳
聊
职
联
聖
聘
聚
聞
聯
聴
職
肃
肉
肌
肖
肝
股
肢
肤
肥
肩
肪
肯
育
肺
胆
背
胎
胚
胜
胞
胡
胴
胶
胸
能
脂
脇
脈
脑
脚
脱
脳
脸
腐
腕
腫
腰
腸
腹
腺
腾
膚
膜
膨
臓
臣
臨
自
臭
至
致
臺
與
興
舎
舒
舗
舞
航
般
舰
船
艇
艦
良
色
艺
艾
节
芝
芦
芯
花
芳
芸
芽
苏
苗
若
苦
英
苹
茂
范
茨
茶
草
荐
荒
荘
荣
药
荷
莫
莱
获
菅
菌
菓
菜
華
菱
菲
营
萨
萬
落
葉
著
葛
葡
董
葬
蒂
蒙
蒸
蓄
蓝
蔵
薄
薪
薬
藏
藝
藤
藥
蘭
虎
虑
處
虚
號
虫
虽
蛋
蜜
蝶
融
血
衆
行
術
街
衛
衝
衡
衣
补
表
袋
袖
被
裁
裂
装
裏
裕
補
裝
裡
製
複
西
要
覆
見
規
視
覚
覧
親
観
觀
见
观
规
视
览
觉
角
解
触
言
訂
計
訊
討
訓
託
記
訪
設
許
訳
訴
診
証
評
詞
試
詰
話
該
詳
誇
誉
誌
認
誕
誘
語
誠
誤
說
説
読
誰
課
調
談
請
論
諸
講
謝
證
識
警
議
譲
護
變
讓
计
订
认
讨
让
训
议
讯
记
讲
许
论
设
访
证
评
识
诉
诊
词
译
试
诗
诚
话
询
该
详
语
误
说
请
诺
读
课
谁
调
谈
谓
谢
谱
谷
豆
豊
豚
象
豪
貌
負
財
貢
貨
販
貫
責
貯
貰
貴
買
貸
費
貼
賀
賃
資
賛
賞
質
購
贈
贝
负
贡
财
责
败
账
货
质
贫
购
贯
贴
贵
贷
贸
费
赁
资
赌
赏
赚
赛
赞
赢
赤
走
赴
赵
赶
起
超
越
趋
趣
足
跌
跑
距
跟
跡
跨
路
跳
践
踊
踏
踪
躍
身
車
軍
軒
軟
転
軸
軽
較
載
輝
輩
輪
輸
轉
车
轨
转
轮
软
轴
轻
载
较
辅
辆
辉
辑
输
辛
辞
辦
農
边
辺
込
辽
达
迅
过
迎
运
近
返
还
这
进
远
违
连
迪
迫
述
迷
迹
追
退
送
适
逃
逆
选
透
逐
递
途
這
通
速
造
連
週
進
逸
遂
遅
遇
遊
運
遍
過
道
達
違
遗
遠
遣
適
遭
遵
選
遺
避
邀
還
那
邦
邪
邮
郎
郑
郡
部
郭
郵
郷
都
配
酒
酬
酷
酸
醒
醫
采
釈
释
里
重
野
量
金
針
釣
鈴
鉄
鉴
銀
銅
銭
銷
鋼
錯
録
鍋
鍵
鎖
鎮
鏡
鐵
鑑
针
钟
钢
钱
铁
铜
银
铺
链
销
锁
锅
锈
锋
错
锦
键
镇
镜
長
长
門
閉
開
間
関
閣
閲
闘
關
门
闭
问
闲
间
闻
阀
阅
阜
队
阪
防
阳
阴
阵
阶
阻
阿
附
际
陆
陈
降
限
陕
院
除
险
陰
陳
陵
陶
陸
険
陽
隆
隊
階
随
隐
隔
際
障
隠
隣
隨
难
雄
雅
集
雇
雑
離
難
雨
雪
雰
雲
零
雷
電
需
震
霍
露
霸
青
静
非
靠
面
革
靴
鞋
韓
韩
音
響
頁
頂
頃
項
順
須
預
頑
領
頭
頻
頼
題
額
顔
願
類
顧
顯
页
顶
项
顺
须
顾
顿
预
领
频
题
颜
额
風
风
飛
飞
食
飯
飲
飼
飾
養
餐
館
饭
饮
饰
馆
首
香
馬
駄
駅
駆
駐
験
驗
驚
马
驱
驶
驻
驾
验
骑
骗
骨
體
高
髪
鬼
魂
魅
魔
魚
鮮
鯉
鱼
鲁
鲜
鳥
鳴
鸡
鹿
麗
麦
麺
麻
麼
黄
黎
黑
黒
默
點
黨
鼓
鼻
齐
齢
龄
龍
龙
가
각
간
갈
감
갑
값
갔
강
갖
같
개
객
갤
갱
거
걱
건
걷
걸
검
겁
것
게
겐
겠
겨
격
겪
견
결
겸
겹
겼
경
계
고
곡
곤
곧
골
곱
곳
공
과
곽
관
괄
광
괜
괴
굉
교
구
국
군
굳
굴
굿
궁
권
귀
규
균
그
극
근
글
금
급
긍
기
긴
길
김
깃
깊
까
깔
깜
깝
깨
꺼
께
껴
꼬
꼭
꼼
꼽
꽃
꽤
꾸
꾼
꿀
꿈
꿔
뀌
끄
끈
끊
끌
끔
끗
끝
끼
낄
낌
나
낙
난
날
남
납
났
낭
낮
내
낸
낼
냄
냅
냈
냉
냐
냥
너
널
넓
넘
넣
네
넥
넷
녀
녁
년
념
녕
노
녹
논
놀
놈
농
높
놓
뇌
뇨
누
눈
눌
눔
뉴
느
는
늘
능
늦
니
닉
닌
닐
님
닙
닝
다
닥
단
닫
달
닭
담
답
닷
당
대
댄
댓
더
덕
던
덜
덤
덧
덩
데
덴
델
도
독
돈
돋
돌
돕
동
돼
됐
되
된
될
됨
됩
두
둔
둘
둥
뒤
뒷
듀
드
득
든
듣
들
듬
듭
듯
등
디
딜
딩
따
딱
딸
땅
때
떠
떤
떨
떻
떼
또
똑
뚜
뛰
뜨
뜻
띄
띠
라
락
란
랄
람
랍
랐
랑
래
랙
랜
램
랩
랫
랭
략
량
러
럭
런
럴
럼
럽
렀
렇
레
렉
렌
렛
려
력
련
렬
렴
렵
렸
령
례
로
록
론
롤
롬
롭
롯
롱
뢰
료
룡
루
룩
룬
룰
룸
룹
뤄
류
륙
률
륭
르
른
를
름
릅
릇
릉
리
릭
린
릴
림
립
릿
링
마
막
만
많
말
맘
맛
망
맞
맡
매
맥
맨
맹
맺
머
먹
먼
멀
멈
멋
멍
메
멘
멜
멤
며
면
멸
명
몇
모
목
몬
몰
몸
못
몽
묘
무
묵
문
묻
물
뭐
뭔
뮤
므
미
믹
민
믿
밀
밍
및
밑
바
박
밖
반
받
발
밝
밤
밥
방
배
백
밴
밸
뱅
버
번
벌
범
법
벗
베
벤
벨
벼
벽
변
별
병
보
복
본
볼
봄
봅
봇
봉
봐
봤
부
북
분
불
붉
붕
붙
뷔
뷰
브
블
비
빅
빈
빌
빗
빙
빛
빠
빨
빵
빼
뽑
뿌
뿐
쁘
쁜
사
삭
산
살
삶
삼
상
새
색
샌
샘
생
샤
샵
서
석
선
설
섬
섭
섯
섰
성
세
섹
센
셀
셈
셉
셋
셔
션
셜
셨
셰
소
속
손
솔
송
쇄
쇼
수
숙
순
술
숨
숫
숲
쉬
쉽
슈
스
슨
슬
슴
습
슷
승
시
식
신
실
싫
심
십
싱
싶
싸
싼
쌀
쌍
쌓
써
쏟
쓰
쓴
쓸
씀
씨
씩
씬
아
악
안
앉
않
알
암
압
앗
았
앙
앞
애
액
앤
앨
앱
야
약
얀
양
얘
어
억
언
얻
얼
엄
업
없
엇
었
엉
에
엑
엔
엘
엠
여
역
연
열
염
엽
였
영
옆
예
옛
오
옥
온
올
옮
옵
옷
옹
와
완
왔
왕
왜
외
왼
요
욕
용
우
욱
운
울
움
웃
웅
워
원
월
웠
웨
웰
웹
위
윈
유
육
윤
율
융
으
은
을
음
읍
응
의
이
익
인
일
읽
잃
임
입
잇
있
잉
잊
잎
자
작
잔
잖
잘
잠
잡
장
재
잭
쟁
저
적
전
절
젊
점
접
정
제
젝
젠
젤
져
졌
조
족
존
졸
좀
종
좋
좌
죄
죠
주
죽
준
줄
줍
중
줘
줬
쥐
즈
즉
즌
즐
즘
증
지
직
진
질
짐
집
짓
징
짜
짝
짧
째
쩌
쪽
쯤
찌
찍
차
착
찬
찮
찰
참
창
찾
채
책
챔
챙
처
척
천
철
첨
첩
첫
청
체
쳐
쳤
초
촉
촌
총
촬
최
추
축
춘
출
춤
충
춰
취
츠
측
층
치
칙
친
칠
침
칭
카
칸
칼
캐
캔
캘
캠
캡
커
컨
컬
컴
컵
컷
케
켓
켜
켰
코
콘
콜
콤
콩
쾌
쿄
쿠
쿨
퀴
퀸
큐
크
큰
클
큼
키
킨
킬
킹
타
탁
탄
탈
탐
탑
탓
탕
태
택
터
턴
털
텀
테
텍
텐
텔
템
토
톡
톤
톨
톱
통
퇴
투
툰
튀
튜
트
특
튼
틀
티
틱
틴
틸
팀
팁
팅
파
판
팔
팝
패
팩
팬
퍼
펀
페
펙
펜
펴
편
펼
평
폐
포
폭
폰
폴
폼
표
푸
풀
품
풍
퓨
프
픈
플
피
픽
핀
필
핑
하
학
한
할
함
합
핫
항
해
핵
핸
햇
했
행
향
허
헌
험
헤
헬
혀
혁
현
혈
혐
협
혔
형
혜
호
혹
혼
홀
홈
홍
화
확
환
활
황
회
획
효
후
훈
훌
훨
휘
휴
흐
흑
흔
흘
흡
흥
희
흰
히
힌
힐
힘
︎
️
！
％
＆
（
）
，
．
／
０
１
２
３
４
５
：
；
？
～
�
